Datetime,Open,High,Low,Close,Volume
2024-11-18 00:00:00+00:00,89855.98,90120.74,89617.96,89940.0,744.60437
2024-11-18 01:00:00+00:00,89940.0,90935.44,89894.38,90747.57,1089.21916
2024-11-18 02:00:00+00:00,90747.57,90847.61,90405.01,90493.89,733.42403
2024-11-18 03:00:00+00:00,90493.88,90676.92,90300.0,90668.58,684.98496
2024-11-18 04:00:00+00:00,90668.58,90700.0,90438.85,90441.3,440.84819
2024-11-18 05:00:00+00:00,90441.3,90809.36,90441.29,90615.71,706.34235
2024-11-18 06:00:00+00:00,90615.72,92079.3,90615.71,92061.84,2850.16791
2024-11-18 07:00:00+00:00,92061.84,92300.0,91415.79,91719.9,2381.3064
2024-11-18 08:00:00+00:00,91719.9,92141.13,91555.54,91810.61,1210.88132
2024-11-18 09:00:00+00:00,91810.6,92211.99,91640.0,91710.6,1098.76634
2024-11-18 10:00:00+00:00,91710.59,92016.0,91680.0,91769.42,1099.18688
2024-11-18 11:00:00+00:00,91769.43,91816.01,90051.1,90275.13,3079.76212
2024-11-18 12:00:00+00:00,90275.13,90757.58,90100.5,90517.13,1724.96027
2024-11-18 13:00:00+00:00,90517.14,90595.98,89376.9,89502.23,2600.74405
2024-11-18 14:00:00+00:00,89502.23,91053.58,89436.29,90308.01,3049.73206
2024-11-18 15:00:00+00:00,90308.0,92594.0,90242.61,92309.51,5498.53658
2024-11-18 16:00:00+00:00,92309.51,92584.95,91121.23,91403.12,3213.18996
2024-11-18 17:00:00+00:00,91403.12,92149.85,90904.25,91564.69,2525.68968
2024-11-18 18:00:00+00:00,91564.69,91660.9,90100.0,90356.8,2030.63341
2024-11-18 19:00:00+00:00,90356.8,90640.0,89667.66,90608.26,2185.28321
2024-11-18 20:00:00+00:00,90608.26,91924.04,90412.0,91473.42,3550.12502
2024-11-18 21:00:00+00:00,91473.43,91980.0,91144.08,91276.33,1649.50066
2024-11-18 22:00:00+00:00,91276.33,91461.01,91001.0,91148.02,848.76047
2024-11-18 23:00:00+00:00,91148.02,91220.0,90224.02,90464.08,1548.38508
2024-11-19 00:00:00+00:00,90464.07,91228.58,90357.0,91042.94,1152.06439
2024-11-19 01:00:00+00:00,91042.95,91241.46,90616.0,90714.26,692.68474
2024-11-19 02:00:00+00:00,90714.27,91271.65,90702.73,91236.0,895.46765
