Datetime,Open,High,Low,Close,Volume
2023-08-14 00:00:00+00:00,29303.85,29325.29,29250.0,29266.0,1186.71847
2023-08-14 01:00:00+00:00,29266.0,29298.52,29205.15,29268.0,1436.19039
2023-08-14 02:00:00+00:00,29268.0,29361.99,29102.45,29319.99,5252.50224
2023-08-14 03:00:00+00:00,29320.0,29429.95,29319.99,29399.91,1484.39708
2023-08-14 04:00:00+00:00,29399.91,29450.0,29395.24,29413.99,935.70968
2023-08-14 05:00:00+00:00,29413.99,29453.47,29413.99,29447.6,752.58145
2023-08-14 06:00:00+00:00,29447.6,29469.63,29411.0,29419.84,513.95842
2023-08-14 07:00:00+00:00,29419.84,29434.85,29392.6,29422.01,784.35608
2023-08-14 08:00:00+00:00,29422.01,29495.76,29422.0,29426.5,1074.6589
2023-08-14 09:00:00+00:00,29426.49,29434.0,29386.35,29413.99,868.8548
2023-08-14 10:00:00+00:00,29414.0,29450.06,29404.15,29433.58,664.54271
2023-08-14 11:00:00+00:00,29433.57,29433.58,29383.63,29409.99,559.49016
2023-08-14 12:00:00+00:00,29410.0,29410.0,29348.01,29384.01,800.44143
2023-08-14 13:00:00+00:00,29384.0,29400.0,29332.61,29384.92,860.48613
2023-08-14 14:00:00+00:00,29384.91,29593.0,29384.91,29534.0,2836.64583
2023-08-14 15:00:00+00:00,29533.99,29672.0,29475.67,29599.99,2639.23932
2023-08-14 16:00:00+00:00,29600.0,29695.32,29599.99,29653.99,1535.29311
2023-08-14 17:00:00+00:00,29653.99,29671.96,29480.1,29487.28,1595.00355
2023-08-14 18:00:00+00:00,29487.29,29490.0,29257.0,29330.01,3074.89271
2023-08-14 19:00:00+00:00,29330.01,29392.42,29322.0,29360.54,655.09177
2023-08-14 20:00:00+00:00,29360.54,29400.83,29338.12,29400.83,572.3742
2023-08-14 21:00:00+00:00,29400.82,29408.76,29383.0,29405.13,335.28568
2023-08-14 22:00:00+00:00,29405.13,29471.31,29398.0,29438.0,628.12062
2023-08-14 23:00:00+00:00,29437.99,29441.93,29423.01,29430.93,396.28059
2023-08-15 00:00:00+00:00,29430.92,29454.23,29404.71,29433.88,431.56592
2023-08-15 01:00:00+00:00,29433.89,29450.1,29380.0,29411.07,697.22646
2023-08-15 02:00:00+00:00,29411.08,29422.43,29374.38,29383.98,1040.76194
2023-08-15 03:00:00+00:00,29383.98,29410.0,29371.99,29402.01,819.08372
2023-08-15 04:00:00+00:00,29402.0,29406.01,29375.4,29378.01,883.04985
2023-08-15 05:00:00+00:00,29378.01,29393.19,29359.67,29369.73,621.79162
2023-08-15 06:00:00+00:00,29369.72,29385.95,29358.49,29374.1,974.02456
2023-08-15 07:00:00+00:00,29374.11,29435.02,29351.33,29408.84,1280.44535
2023-08-15 08:00:00+00:00,29408.83,29457.44,29401.34,29426.15,1214.13369
2023-08-15 09:00:00+00:00,29426.15,29450.12,29406.7,29422.8,1118.65487
2023-08-15 10:00:00+00:00,29422.79,29422.96,29398.0,29403.74,1030.12598
2023-08-15 11:00:00+00:00,29403.74,29404.92,29358.0,29366.0,1227.83495
2023-08-15 12:00:00+00:00,29365.99,29403.25,29362.97,29368.72,1043.2079
2023-08-15 13:00:00+00:00,29368.71,29416.0,29366.6,29375.44,766.59335
2023-08-15 14:00:00+00:00,29375.44,29468.75,29337.75,29455.76,1754.09258
2023-08-15 15:00:00+00:00,29455.76,29499.26,29315.0,29332.66,1953.88178
2023-08-15 16:00:00+00:00,29332.67,29369.23,29260.0,29282.82,1810.43176
2023-08-15 17:00:00+00:00,29282.82,29335.84,29278.01,29335.83,629.41216
2023-08-15 18:00:00+00:00,29335.83,29348.11,29302.66,29323.0,888.53287
2023-08-15 19:00:00+00:00,29323.01,29323.01,29059.6,29181.73,4447.56122
2023-08-15 20:00:00+00:00,29181.73,29234.51,29135.81,29199.0,1298.33659
2023-08-15 21:00:00+00:00,29198.99,29243.08,29178.62,29229.94,589.20548
2023-08-15 22:00:00+00:00,29229.93,29239.79,29182.1,29183.62,507.54341
2023-08-15 23:00:00+00:00,29183.61,29217.94,29176.0,29200.0,476.3789
2023-08-16 00:00:00+00:00,29200.01,29259.85,29196.21,29224.37,638.93134
2023-08-16 01:00:00+00:00,29224.37,29249.02,29184.96,29245.47,955.88997
2023-08-16 02:00:00+00:00,29245.46,29257.46,29223.39,29255.14,1199.36652
2023-08-16 03:00:00+00:00,29255.14,29255.14,29223.16,29228.51,794.90806
2023-08-16 04:00:00+00:00,29228.51,29235.54,29204.67,29208.37,1056.58733
2023-08-16 05:00:00+00:00,29208.36,29209.24,29138.16,29142.23,999.30146
2023-08-16 06:00:00+00:00,29142.24,29195.87,29111.0,29193.23,1247.19756
2023-08-16 07:00:00+00:00,29193.22,29213.12,29177.18,29197.67,988.9809
2023-08-16 08:00:00+00:00,29197.67,29216.46,29161.69,29179.96,1203.33977
2023-08-16 09:00:00+00:00,29179.95,29179.96,29100.0,29167.59,1583.01933
2023-08-16 10:00:00+00:00,29167.6,29206.61,29164.65,29197.33,603.02983
