Datetime,Open,High,Low,Close,Volume
2020-08-10 00:00:00+00:00,11681.69,11764.97,11681.68,11739.08,2891.616408
2020-08-10 01:00:00+00:00,11739.09,11860.0,11737.51,11849.87,3891.051868
2020-08-10 02:00:00+00:00,11851.08,12067.35,11848.8,11996.46,11335.631929
2020-08-10 03:00:00+00:00,11996.47,12050.0,11964.06,12009.4,4123.392876
2020-08-10 04:00:00+00:00,12009.4,12049.5,11957.0,11975.4,3509.486714
2020-08-10 05:00:00+00:00,11975.29,11995.49,11922.91,11957.79,3194.381325
2020-08-10 06:00:00+00:00,11957.97,11988.31,11936.07,11987.88,2305.603139
2020-08-10 07:00:00+00:00,11987.89,12003.0,11945.8,11968.89,2656.350382
2020-08-10 08:00:00+00:00,11968.89,12006.29,11949.15,11976.53,2809.1595
2020-08-10 09:00:00+00:00,11976.53,11992.82,11953.0,11969.73,2608.548193
2020-08-10 10:00:00+00:00,11969.72,11999.0,11450.0,11686.13,9347.23499
2020-08-10 11:00:00+00:00,11686.12,11749.0,11683.28,11733.03,3420.807816
2020-08-10 12:00:00+00:00,11733.13,11930.6,11705.51,11870.56,4556.399118
2020-08-10 13:00:00+00:00,11870.56,11933.73,11854.17,11926.79,3065.836696
2020-08-10 14:00:00+00:00,11926.78,11968.0,11872.7,11887.66,3922.476368
2020-08-10 15:00:00+00:00,11887.47,11936.04,11808.99,11920.67,3485.747787
2020-08-10 16:00:00+00:00,11920.66,11950.0,11813.0,11879.25,3735.170336
2020-08-10 17:00:00+00:00,11879.24,11895.0,11825.07,11880.05,2459.835336
2020-08-10 18:00:00+00:00,11880.05,11903.96,11863.85,11873.58,1805.505485
2020-08-10 19:00:00+00:00,11873.59,11891.36,11811.0,11863.03,1998.95234
2020-08-10 20:00:00+00:00,11863.0,11883.11,11766.0,11849.3,2552.291185
2020-08-10 21:00:00+00:00,11849.29,11854.54,11779.42,11834.15,1755.057941
2020-08-10 22:00:00+00:00,11834.35,11836.6,11766.0,11817.96,1928.856396
2020-08-10 23:00:00+00:00,11817.96,11892.92,11800.0,11892.92,1592.943759
2020-08-11 00:00:00+00:00,11892.9,11910.42,11852.01,11872.0,1921.11203
